Index,Time,Raw_Wave,Attention,Meditation,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MidGamma,Poor_Signal,Battery
45001,88.30799,9,null,null,null,null,null,null,null,null,null,null,null,null
45002,88.30824,53,null,null,null,null,null,null,null,null,null,null,null,null
45003,88.30872,45,null,null,null,null,null,null,null,null,null,null,null,null
45004,88.30888,1,null,null,null,null,null,null,null,null,null,null,null,null
45005,88.30903,0,null,null,null,null,null,null,null,null,null,null,null,null
45006,88.30915,54,null,null,null,null,null,null,null,null,null,null,null,null
45007,88.33713,86,null,null,null,null,null,null,null,null,null,null,null,null
45008,88.33739,56,null,null,null,null,null,null,null,null,null,null,null,null
45009,88.33769,25,null,null,null,null,null,null,null,null,null,null,null,null
45010,88.33797,20,null,null,null,null,null,null,null,null,null,null,null,null
45011,88.33823,25,null,null,null,null,null,null,null,null,null,null,null,null
45012,88.33839,13,null,null,null,null,null,null,null,null,null,null,null,null
45013,88.33852,3,null,null,null,null,null,null,null,null,null,null,null,null
45014,88.33867,21,null,null,null,null,null,null,null,null,null,null,null,null
45015,88.33883,51,null,null,null,null,null,null,null,null,null,null,null,null
45016,88.33896,58,null,null,null,null,null,null,null,null,null,null,null,null
45017,88.33910,37,null,null,null,null,null,null,null,null,null,null,null,null
45018,88.33924,34,null,null,null,null,null,null,null,null,null,null,null,null
45019,88.33936,66,null,null,null,null,null,null,null,null,null,null,null,null
45020,88.33950,93,null,null,null,null,null,null,null,null,null,null,null,null
45021,88.33962,75,null,null,null,null,null,null,null,null,null,null,null,null
45022,88.33978,60,null,null,null,null,null,null,null,null,null,null,null,null
45023,88.33996,85,null,null,null,null,null,null,null,null,null,null,null,null
45024,88.34010,93,null,null,null,null,null,null,null,null,null,null,null,null
45025,88.34025,65,null,null,null,null,null,null,null,null,null,null,null,null
45026,88.38149,39,null,null,null,null,null,null,null,null,null,null,null,null
45027,88.38176,59,null,null,null,null,null,null,null,null,null,null,null,null
45028,88.38205,82,null,null,null,null,null,null,null,null,null,null,null,null
45029,88.38232,57,null,null,null,null,null,null,null,null,null,null,null,null
45030,88.38253,32,null,null,null,null,null,null,null,null,null,null,null,null
45031,88.38268,50,null,null,null,null,null,null,null,null,null,null,null,null
45032,88.38285,97,null,null,null,null,null,null,null,null,null,null,null,null
45033,88.38302,104,null,null,null,null,null,null,null,null,null,null,null,null
45034,88.38317,69,null,null,null,null,null,null,null,null,null,null,null,null
45035,88.38332,40,null,null,null,null,null,null,null,null,null,null,null,null
45036,88.38347,40,null,null,null,null,null,null,null,null,null,null,null,null
45037,88.38366,43,null,null,null,null,null,null,null,null,null,null,null,null
45038,88.38381,13,null,null,null,null,null,null,null,null,null,null,null,null
45039,88.38400,4,null,null,null,null,null,null,null,null,null,null,null,null
