Index,Time,Raw_Wave,Attention,Meditation,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MidGamma,Poor_Signal,Battery
55001,107.78014,70,null,null,null,null,null,null,null,null,null,null,null,null
55002,107.78038,68,null,null,null,null,null,null,null,null,null,null,null,null
55003,107.78050,91,null,null,null,null,null,null,null,null,null,null,null,null
55004,107.78067,106,null,null,null,null,null,null,null,null,null,null,null,null
55005,107.78083,93,null,null,null,null,null,null,null,null,null,null,null,null
55006,107.78101,86,null,null,null,null,null,null,null,null,null,null,null,null
55007,107.78119,97,null,null,null,null,null,null,null,null,null,null,null,null
55008,107.82774,101,null,null,null,null,null,null,null,null,null,null,null,null
55009,107.82804,83,null,null,null,null,null,null,null,null,null,null,null,null
55010,107.82875,66,null,null,null,null,null,null,null,null,null,null,null,null
55011,107.82936,101,null,null,null,null,null,null,null,null,null,null,null,null
55012,107.83008,131,null,null,null,null,null,null,null,null,null,null,null,null
55013,107.83024,117,null,null,null,null,null,null,null,null,null,null,null,null
55014,107.83412,97,null,null,null,null,null,null,null,null,null,null,null,null
55015,107.83430,91,null,null,null,null,null,null,null,null,null,null,null,null
55016,107.83443,106,null,null,null,null,null,null,null,null,null,null,null,null
55017,107.83801,113,null,null,null,null,null,null,null,null,null,null,null,null
55018,107.84005,87,null,null,null,null,null,null,null,null,null,null,null,null
55019,107.84020,66,null,null,null,null,null,null,null,null,null,null,null,null
55020,107.84178,92,null,null,null,null,null,null,null,null,null,null,null,null
55021,107.84193,124,null,null,null,null,null,null,null,null,null,null,null,null
55022,107.84406,112,null,null,null,null,null,null,null,null,null,null,null,null
55023,107.84425,82,null,null,null,null,null,null,null,null,null,null,null,null
55024,107.84439,91,null,null,null,null,null,null,null,null,null,null,null,null
55025,107.84451,120,null,null,null,null,null,null,null,null,null,null,null,null
55026,107.84465,117,null,null,null,null,null,null,null,null,null,null,null,null
55027,107.86810,109,null,null,null,null,null,null,null,null,null,null,null,null
55028,107.86845,144,null,null,null,null,null,null,null,null,null,null,null,null
55029,107.86877,177,null,null,null,null,null,null,null,null,null,null,null,null
55030,107.86912,166,null,null,null,null,null,null,null,null,null,null,null,null
55031,107.86957,119,null,null,null,null,null,null,null,null,null,null,null,null
55032,107.86982,92,null,null,null,null,null,null,null,null,null,null,null,null
55033,107.86996,114,null,null,null,null,null,null,null,null,null,null,null,null
55034,107.87017,119,null,null,null,null,null,null,null,null,null,null,null,null
55035,107.87033,80,null,null,null,null,null,null,null,null,null,null,null,null
55036,107.87047,53,null,null,null,null,null,null,null,null,null,null,null,null
55037,107.87068,76,null,null,null,null,null,null,null,null,null,null,null,null
