Index,Time,Raw_Wave,Attention,Meditation,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MidGamma,Poor_Signal,Battery
1,6.84504,-567,null,null,null,null,null,null,null,null,null,null,null,null
2,6.84548,2047,null,null,null,null,null,null,null,null,null,null,null,null
3,6.85003,2047,null,null,null,null,null,null,null,null,null,null,null,null
4,6.85313,2047,null,null,null,null,null,null,null,null,null,null,null,null
5,6.85372,2047,null,null,null,null,null,null,null,null,null,null,null,null
6,6.85430,-2048,null,null,null,null,null,null,null,null,null,null,null,null
7,6.85473,-2048,null,null,null,null,null,null,null,null,null,null,null,null
8,6.85590,-2048,null,null,null,null,null,null,null,null,null,null,null,null
9,6.85698,-2048,null,null,null,null,null,null,null,null,null,null,null,null
10,6.85766,2047,null,null,null,null,null,null,null,null,null,null,null,null
11,6.85817,2047,null,null,null,null,null,null,null,null,null,null,null,null
12,6.85868,2047,null,null,null,null,null,null,null,null,null,null,null,null
13,6.85907,2047,null,null,null,null,null,null,null,null,null,null,null,null
14,6.86087,null,0,0,388215,26593,6895,3514,6191,70301,50044,24210,200,null
15,6.86214,-2048,null,null,null,null,null,null,null,null,null,null,null,null
16,6.86254,-2048,null,null,null,null,null,null,null,null,null,null,null,null
17,6.86292,-2048,null,null,null,null,null,null,null,null,null,null,null,null
18,6.86334,-2048,null,null,null,null,null,null,null,null,null,null,null,null
19,6.86367,2047,null,null,null,null,null,null,null,null,null,null,null,null
20,6.86403,2047,null,null,null,null,null,null,null,null,null,null,null,null
21,6.86482,2047,null,null,null,null,null,null,null,null,null,null,null,null
22,6.86519,2047,null,null,null,null,null,null,null,null,null,null,null,null
23,6.86620,2047,null,null,null,null,null,null,null,null,null,null,null,null
24,6.86670,-2048,null,null,null,null,null,null,null,null,null,null,null,null
25,6.86707,-2048,null,null,null,null,null,null,null,null,null,null,null,null
26,6.86746,-2048,null,null,null,null,null,null,null,null,null,null,null,null
27,6.86778,-2048,null,null,null,null,null,null,null,null,null,null,null,null
28,6.86808,2047,null,null,null,null,null,null,null,null,null,null,null,null
29,6.86847,2047,null,null,null,null,null,null,null,null,null,null,null,null
30,6.86877,2047,null,null,null,null,null,null,null,null,null,null,null,null
31,6.86909,2047,null,null,null,null,null,null,null,null,null,null,null,null
32,6.87010,-456,null,null,null,null,null,null,null,null,null,null,null,null
33,6.87042,-2048,null,null,null,null,null,null,null,null,null,null,null,null
34,6.87072,-2048,null,null,null,null,null,null,null,null,null,null,null,null
35,6.89631,-2048,null,null,null,null,null,null,null,null,null,null,null,null
36,6.89668,-1762,null,null,null,null,null,null,null,null,null,null,null,null
37,6.89699,2047,null,null,null,null,null,null,null,null,null,null,null,null
38,6.89728,2047,null,null,null,null,null,null,null,null,null,null,null,null
39,6.89761,2047,null,null,null,null,null,null,null,null,null,null,null,null
40,6.89792,2047,null,null,null,null,null,null,null,null,null,null,null,null
41,6.89827,-2048,null,null,null,null,null,null,null,null,null,null,null,null
