Index,Time,Raw_Wave,Attention,Meditation,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MidGamma,Poor_Signal,Battery
50001,601.33696,-916,null,null,null,null,null,null,null,null,null,null,null,null
50002,601.34512,-361,null,null,null,null,null,null,null,null,null,null,null,null
50003,601.35203,649,null,null,null,null,null,null,null,null,null,null,null,null
50004,601.36002,322,null,null,null,null,null,null,null,null,null,null,null,null
50005,601.36677,-356,null,null,null,null,null,null,null,null,null,null,null,null
50006,601.37432,250,null,null,null,null,null,null,null,null,null,null,null,null
50007,601.38204,881,null,null,null,null,null,null,null,null,null,null,null,null
50008,601.38955,22,null,null,null,null,null,null,null,null,null,null,null,null
50009,601.39671,-865,null,null,null,null,null,null,null,null,null,null,null,null
50010,601.40339,-731,null,null,null,null,null,null,null,null,null,null,null,null
50011,601.41106,290,null,null,null,null,null,null,null,null,null,null,null,null
50012,601.41752,674,null,null,null,null,null,null,null,null,null,null,null,null
50013,601.42584,-21,null,null,null,null,null,null,null,null,null,null,null,null
50014,601.43226,-173,null,null,null,null,null,null,null,null,null,null,null,null
50015,601.43976,805,null,null,null,null,null,null,null,null,null,null,null,null
50016,601.44634,775,null,null,null,null,null,null,null,null,null,null,null,null
50017,601.45359,-546,null,null,null,null,null,null,null,null,null,null,null,null
50018,601.46122,-897,null,null,null,null,null,null,null,null,null,null,null,null
50019,601.46844,-421,null,null,null,null,null,null,null,null,null,null,null,null
50020,601.47645,583,null,null,null,null,null,null,null,null,null,null,null,null
50021,601.48359,326,null,null,null,null,null,null,null,null,null,null,null,null
50022,601.49173,-343,null,null,null,null,null,null,null,null,null,null,null,null
50023,601.49909,205,null,null,null,null,null,null,null,null,null,null,null,null
50024,601.50730,870,null,null,null,null,null,null,null,null,null,null,null,null
50025,601.51428,100,null,null,null,null,null,null,null,null,null,null,null,null
50026,601.52254,-837,null,null,null,null,null,null,null,null,null,null,null,null
50027,601.53059,-759,null,null,null,null,null,null,null,null,null,null,null,null
50028,601.53881,182,null,null,null,null,null,null,null,null,null,null,null,null
50029,601.54632,689,null,null,null,null,null,null,null,null,null,null,null,null
50030,601.55516,43,null,null,null,null,null,null,null,null,null,null,null,null
50031,601.56266,-206,null,null,null,null,null,null,null,null,null,null,null,null
50032,601.57171,695,null,null,null,null,null,null,null,null,null,null,null,null
50033,601.58205,737,null,null,null,null,null,null,null,null,null,null,null,null
50034,601.59126,-509,null,null,null,null,null,null,null,null,null,null,null,null
50035,601.59807,-897,null,null,null,null,null,null,null,null,null,null,null,null
50036,601.60913,-487,null,null,null,null,null,null,null,null,null,null,null,null
50037,601.61699,548,null,null,null,null,null,null,null,null,null,null,null,null
50038,601.62652,385,null,null,null,null,null,null,null,null,null,null,null,null
50039,601.63328,-318,null,null,null,null,null,null,null,null,null,null,null,null
50040,601.64498,129,null,null,null,null,null,null,null,null,null,null,null,null
50041,601.65376,901,null,null,null,null,null,null,null,null,null,null,null,null
50042,601.66225,256,null,null,null,null,null,null,null,null,null,null,null,null
50043,601.67556,-804,null,null,null,null,null,null,null,null,null,null,null,null
50044,601.68325,-793,null,null,null,null,null,null,null,null,null,null,null,null
50045,601.69069,51,null,null,null,null,null,null,null,null,null,null,null,null
50046,601.69795,631,null,null,null,null,null,null,null,null,null,null,null,null
50047,601.70431,45,null,null,null,null,null,null,null,null,null,null,null,null
50048,601.71297,-296,null,null,null,null,null,null,null,null,null,null,null,null
50049,601.71980,524,null,null,null,null,null,null,null,null,null,null,null,null
50050,601.72773,716,null,null,null,null,null,null,null,null,null,null,null,null
50051,601.73430,-446,null,null,null,null,null,null,null,null,null,null,null,null
50052,601.74194,-892,null,null,null,null,null,null,null,null,null,null,null,null
50053,601.74917,-556,null,null,null,null,null,null,null,null,null,null,null,null
50054,601.75624,412,null,null,null,null,null,null,null,null,null,null,null,null
50055,601.76273,333,null,null,null,null,null,null,null,null,null,null,null,null
50056,601.77071,-326,null,null,null,null,null,null,null,null,null,null,null,null
50057,601.77872,61,null,null,null,null,null,null,null,null,null,null,null,null
50058,601.78547,881,null,null,null,null,null,null,null,null,null,null,null,null
50059,601.79365,269,null,null,null,null,null,null,null,null,null,null,null,null
50060,601.80024,-812,null,null,null,null,null,null,null,null,null,null,null,null
50061,601.80815,-812,null,null,null,null,null,null,null,null,null,null,null,null
50062,601.81528,-40,null,null,null,null,null,null,null,null,null,null,null,null
50063,601.82317,618,null,null,null,null,null,null,null,null,null,null,null,null
50064,601.83016,108,null,null,null,null,null,null,null,null,null,null,null,null
50065,601.83782,-262,null,null,null,null,null,null,null,null,null,null,null,null
50066,601.84577,570,null,null,null,null,null,null,null,null,null,null,null,null
50067,601.85392,811,null,null,null,null,null,null,null,null,null,null,null,null
50068,601.86112,-357,null,null,null,null,null,null,null,null,null,null,null,null
50069,601.86764,-866,null,null,null,null,null,null,null,null,null,null,null,null
50070,601.87529,-554,null,null,null,null,null,null,null,null,null,null,null,null
50071,601.88272,492,null,null,null,null,null,null,null,null,null,null,null,null
50072,601.89109,484,null,null,null,null,null,null,null,null,null,null,null,null
50073,601.89806,-234,null,null,null,null,null,null,null,null,null,null,null,null
50074,601.90653,45,null,null,null,null,null,null,null,null,null,null,null,null
50075,601.91413,902,null,null,null,null,null,null,null,null,null,null,null,null
50076,601.92243,401,null,null,null,null,null,null,null,null,null,null,null,null
50077,601.92995,-747,null,null,null,null,null,null,null,null,null,null,null,null
50078,601.94161,-805,null,null,null,null,null,null,null,null,null,null,null,null
50079,601.94878,-73,null,null,null,null,null,null,null,null,null,null,null,null
50080,601.95825,657,null,null,null,null,null,null,null,null,null,null,null,null
50081,601.96496,152,null,null,null,null,null,null,null,null,null,null,null,null
50082,601.97570,-286,null,null,null,null,null,null,null,null,null,null,null,null
50083,601.98298,531,null,null,null,null,null,null,null,null,null,null,null,null
50084,601.99271,866,null,null,null,null,null,null,null,null,null,null,null,null
50085,601.99990,-258,null,null,null,null,null,null,null,null,null,null,null,null
50086,602.01145,-857,null,null,null,null,null,null,null,null,null,null,null,null
50087,602.02038,-583,null,null,null,null,null,null,null,null,null,null,null,null
50088,602.02891,468,null,null,null,null,null,null,null,null,null,null,null,null
50089,602.03728,554,null,null,null,null,null,null,null,null,null,null,null,null
50090,602.04661,-162,null,null,null,null,null,null,null,null,null,null,null,null
50091,602.05532,2,null,null,null,null,null,null,null,null,null,null,null,null
50092,602.06227,850,null,null,null,null,null,null,null,null,null,null,null,null
50093,602.06914,437,null,null,null,null,null,null,null,null,null,null,null,null
50094,602.07704,-726,null,null,null,null,null,null,null,null,null,null,null,null
50095,602.08408,-812,null,null,null,null,null,null,null,null,null,null,null,null
50096,602.09196,-124,null,null,null,null,null,null,null,null,null,null,null,null
50097,602.09870,697,null,null,null,null,null,null,null,null,null,null,null,null
50098,602.10600,297,null,null,null,null,null,null,null,null,null,null,null,null
50099,602.11895,-226,null,null,null,null,null,null,null,null,null,null,null,null
50100,602.12766,517,null,null,null,null,null,null,null,null,null,null,null,null
50101,602.13406,915,null,null,null,null,null,null,null,null,null,null,null,null
50102,602.14226,-140,null,null,null,null,null,null,null,null,null,null,null,null
50103,602.15023,-850,null,null,null,null,null,null,null,null,null,null,null,null
50104,602.15823,-631,null,null,null,null,null,null,null,null,null,null,null,null
50105,602.16510,395,null,null,null,null,null,null,null,null,null,null,null,null
50106,602.17439,602,null,null,null,null,null,null,null,null,null,null,null,null
50107,602.18251,-71,null,null,null,null,null,null,null,null,null,null,null,null
50108,602.19126,4,null,null,null,null,null,null,null,null,null,null,null,null
50109,602.19817,900,null,null,null,null,null,null,null,null,null,null,null,null
50110,602.20832,569,null,null,null,null,null,null,null,null,null,null,null,null
50111,602.21598,-685,null,null,null,null,null,null,null,null,null,null,null,null
50112,602.22556,-854,null,null,null,null,null,null,null,null,null,null,null,null
50113,602.23238,-241,null,null,null,null,null,null,null,null,null,null,null,null
50114,602.24159,663,null,null,null,null,null,null,null,null,null,null,null,null
50115,602.24872,277,null,null,null,null,null,null,null,null,null,null,null,null
50116,602.25632,-333,null,null,null,null,null,null,null,null,null,null,null,null
50117,602.26376,311,null,null,null,null,null,null,null,null,null,null,null,null
50118,602.27192,813,null,null,null,null,null,null,null,null,null,null,null,null
50119,602.28034,-103,null,null,null,null,null,null,null,null,null,null,null,null
50120,602.28851,-849,null,null,null,null,null,null,null,null,null,null,null,null
50121,602.29609,-665,null,null,null,null,null,null,null,null,null,null,null,null
50122,602.30292,333,null,null,null,null,null,null,null,null,null,null,null,null
50123,602.31061,598,null,null,null,null,null,null,null,null,null,null,null,null
50124,602.31702,-53,null,null,null,null,null,null,null,null,null,null,null,null
50125,602.32479,-67,null,null,null,null,null,null,null,null,null,null,null,null
50126,602.33177,810,null,null,null,null,null,null,null,null,null,null,null,null
50127,602.33980,581,null,null,null,null,null,null,null,null,null,null,null,null
50128,602.34661,-690,null,null,null,null,null,null,null,null,null,null,null,null
50129,602.35369,-891,null,null,null,null,null,null,null,null,null,null,null,null
50130,602.36050,-358,null,null,null,null,null,null,null,null,null,null,null,null
50131,602.36714,649,null,null,null,null,null,null,null,null,null,null,null,null
50132,602.37556,386,null,null,null,null,null,null,null,null,null,null,null,null
50133,602.38236,-257,null,null,null,null,null,null,null,null,null,null,null,null
50134,602.38945,389,null,null,null,null,null,null,null,null,null,null,null,null
50135,602.39712,988,null,null,null,null,null,null,null,null,null,null,null,null
50136,602.40396,55,null,null,null,null,null,null,null,null,null,null,null,null
50137,602.41194,-826,null,null,null,null,null,null,null,null,null,null,null,null
50138,602.41860,-677,null,null,null,null,null,null,null,null,null,null,null,null
50139,602.42614,333,null,null,null,null,null,null,null,null,null,null,null,null
50140,602.43263,648,null,null,null,null,null,null,null,null,null,null,null,null
50141,602.43953,-49,null,null,null,null,null,null,null,null,null,null,null,null
50142,602.44711,-134,null,null,null,null,null,null,null,null,null,null,null,null
50143,602.45501,838,null,null,null,null,null,null,null,null,null,null,null,null
50144,602.46190,720,null,null,null,null,null,null,null,null,null,null,null,null
50145,602.46909,-582,null,null,null,null,null,null,null,null,null,null,null,null
50146,602.47667,-860,null,null,null,null,null,null,null,null,null,null,null,null
50147,602.48344,-332,null,null,null,null,null,null,null,null,null,null,null,null
50148,602.49132,665,null,null,null,null,null,null,null,null,null,null,null,null
50149,602.49937,373,null,null,null,null,null,null,null,null,null,null,null,null
50150,602.50795,-325,null,null,null,null,null,null,null,null,null,null,null,null
50151,602.51486,219,null,null,null,null,null,null,null,null,null,null,null,null
50152,602.52204,841,null,null,null,null,null,null,null,null,null,null,null,null
50153,602.52977,22,null,null,null,null,null,null,null,null,null,null,null,null
50154,602.53761,-830,null,null,null,null,null,null,null,null,null,null,null,null
50155,602.54490,-717,null,null,null,null,null,null,null,null,null,null,null,null
