Index,Time,Raw_Wave,Attention,Meditation,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MidGamma,Poor_Signal,Battery
85001,166.26285,97,null,null,null,null,null,null,null,null,null,null,null,null
85002,166.26315,109,null,null,null,null,null,null,null,null,null,null,null,null
85003,166.26356,101,null,null,null,null,null,null,null,null,null,null,null,null
85004,166.30163,113,null,null,null,null,null,null,null,null,null,null,null,null
85005,166.30189,150,null,null,null,null,null,null,null,null,null,null,null,null
85006,166.30213,201,null,null,null,null,null,null,null,null,null,null,null,null
85007,166.30232,231,null,null,null,null,null,null,null,null,null,null,null,null
85008,166.30254,227,null,null,null,null,null,null,null,null,null,null,null,null
85009,166.30271,219,null,null,null,null,null,null,null,null,null,null,null,null
85010,166.30294,236,null,null,null,null,null,null,null,null,null,null,null,null
85011,166.30310,229,null,null,null,null,null,null,null,null,null,null,null,null
85012,166.30325,186,null,null,null,null,null,null,null,null,null,null,null,null
85013,166.30343,182,null,null,null,null,null,null,null,null,null,null,null,null
85014,166.30359,185,null,null,null,null,null,null,null,null,null,null,null,null
85015,166.30374,163,null,null,null,null,null,null,null,null,null,null,null,null
85016,166.30391,146,null,null,null,null,null,null,null,null,null,null,null,null
85017,166.30405,162,null,null,null,null,null,null,null,null,null,null,null,null
85018,166.30423,193,null,null,null,null,null,null,null,null,null,null,null,null
85019,166.30436,170,null,null,null,null,null,null,null,null,null,null,null,null
85020,166.30448,136,null,null,null,null,null,null,null,null,null,null,null,null
85021,166.30462,138,null,null,null,null,null,null,null,null,null,null,null,null
85022,166.30478,156,null,null,null,null,null,null,null,null,null,null,null,null
85023,166.30492,120,null,null,null,null,null,null,null,null,null,null,null,null
85024,166.34676,43,null,null,null,null,null,null,null,null,null,null,null,null
85025,166.34704,38,null,null,null,null,null,null,null,null,null,null,null,null
85026,166.34729,92,null,null,null,null,null,null,null,null,null,null,null,null
85027,166.34753,112,null,null,null,null,null,null,null,null,null,null,null,null
85028,166.34779,54,null,null,null,null,null,null,null,null,null,null,null,null
85029,166.34794,-8,null,null,null,null,null,null,null,null,null,null,null,null
85030,166.34814,-24,null,null,null,null,null,null,null,null,null,null,null,null
85031,166.34840,-40,null,null,null,null,null,null,null,null,null,null,null,null
85032,166.34857,-103,null,null,null,null,null,null,null,null,null,null,null,null
85033,166.34886,-163,null,null,null,null,null,null,null,null,null,null,null,null
85034,166.34908,-194,null,null,null,null,null,null,null,null,null,null,null,null
85035,166.34925,-231,null,null,null,null,null,null,null,null,null,null,null,null
85036,166.34942,-283,null,null,null,null,null,null,null,null,null,null,null,null
85037,166.34959,-337,null,null,null,null,null,null,null,null,null,null,null,null
85038,166.34974,-349,null,null,null,null,null,null,null,null,null,null,null,null
85039,166.34989,-307,null,null,null,null,null,null,null,null,null,null,null,null
85040,166.35007,-274,null,null,null,null,null,null,null,null,null,null,null,null
85041,166.35023,-299,null,null,null,null,null,null,null,null,null,null,null,null
85042,166.35041,-324,null,null,null,null,null,null,null,null,null,null,null,null
85043,166.40112,-324,null,null,null,null,null,null,null,null,null,null,null,null
85044,166.40172,-341,null,null,null,null,null,null,null,null,null,null,null,null
85045,166.40907,-395,null,null,null,null,null,null,null,null,null,null,null,null
85046,166.40962,-413,null,null,null,null,null,null,null,null,null,null,null,null
85047,166.41034,-372,null,null,null,null,null,null,null,null,null,null,null,null
85048,166.41095,-325,null,null,null,null,null,null,null,null,null,null,null,null
85049,166.41140,-311,null,null,null,null,null,null,null,null,null,null,null,null
85050,166.41167,-302,null,null,null,null,null,null,null,null,null,null,null,null
85051,166.41273,-276,null,null,null,null,null,null,null,null,null,null,null,null
85052,166.41404,-248,null,null,null,null,null,null,null,null,null,null,null,null
