Index,Time,Raw_Wave,Attention,Meditation,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MidGamma,Poor_Signal,Battery
35001,68.80921,86,null,null,null,null,null,null,null,null,null,null,null,null
35002,68.80973,38,null,null,null,null,null,null,null,null,null,null,null,null
35003,68.80994,37,null,null,null,null,null,null,null,null,null,null,null,null
35004,68.81007,75,null,null,null,null,null,null,null,null,null,null,null,null
35005,68.81053,87,null,null,null,null,null,null,null,null,null,null,null,null
35006,68.81066,54,null,null,null,null,null,null,null,null,null,null,null,null
35007,68.81079,38,null,null,null,null,null,null,null,null,null,null,null,null
35008,68.81102,71,null,null,null,null,null,null,null,null,null,null,null,null
35009,68.85265,103,null,null,null,null,null,null,null,null,null,null,null,null
35010,68.85293,91,null,null,null,null,null,null,null,null,null,null,null,null
35011,68.85323,60,null,null,null,null,null,null,null,null,null,null,null,null
35012,68.85349,58,null,null,null,null,null,null,null,null,null,null,null,null
35013,68.85378,71,null,null,null,null,null,null,null,null,null,null,null,null
35014,68.85397,67,null,null,null,null,null,null,null,null,null,null,null,null
35015,68.85415,52,null,null,null,null,null,null,null,null,null,null,null,null
35016,68.85429,60,null,null,null,null,null,null,null,null,null,null,null,null
35017,68.85443,107,null,null,null,null,null,null,null,null,null,null,null,null
35018,68.85457,140,null,null,null,null,null,null,null,null,null,null,null,null
35019,68.86162,117,null,null,null,null,null,null,null,null,null,null,null,null
35020,68.86186,96,null,null,null,null,null,null,null,null,null,null,null,null
35021,68.86224,106,null,null,null,null,null,null,null,null,null,null,null,null
35022,68.88138,117,null,null,null,null,null,null,null,null,null,null,null,null
35023,68.88164,100,null,null,null,null,null,null,null,null,null,null,null,null
35024,68.88178,76,null,null,null,null,null,null,null,null,null,null,null,null
35025,68.88207,66,null,null,null,null,null,null,null,null,null,null,null,null
35026,68.88719,58,null,null,null,null,null,null,null,null,null,null,null,null
35027,68.88758,42,null,null,null,null,null,null,null,null,null,null,null,null
35028,68.88775,41,null,null,null,null,null,null,null,null,null,null,null,null
35029,68.88829,67,null,null,null,null,null,null,null,null,null,null,null,null
35030,68.88845,73,null,null,null,null,null,null,null,null,null,null,null,null
35031,68.88868,45,null,null,null,null,null,null,null,null,null,null,null,null
35032,68.88917,27,null,null,null,null,null,null,null,null,null,null,null,null
35033,68.88951,40,null,null,null,null,null,null,null,null,null,null,null,null
35034,68.88967,49,null,null,null,null,null,null,null,null,null,null,null,null
35035,68.88987,34,null,null,null,null,null,null,null,null,null,null,null,null
35036,68.89034,4,null,null,null,null,null,null,null,null,null,null,null,null
35037,68.89048,-13,null,null,null,null,null,null,null,null,null,null,null,null
35038,68.89094,-7,null,null,null,null,null,null,null,null,null,null,null,null
35039,68.89119,16,null,null,null,null,null,null,null,null,null,null,null,null
35040,68.89156,7,null,null,null,null,null,null,null,null,null,null,null,null
35041,68.89170,-8,null,null,null,null,null,null,null,null,null,null,null,null
35042,68.89182,11,null,null,null,null,null,null,null,null,null,null,null,null
35043,68.89196,35,null,null,null,null,null,null,null,null,null,null,null,null
35044,68.89214,13,null,null,null,null,null,null,null,null,null,null,null,null
35045,68.89233,-12,null,null,null,null,null,null,null,null,null,null,null,null
35046,68.89245,10,null,null,null,null,null,null,null,null,null,null,null,null
35047,68.89257,50,null,null,null,null,null,null,null,null,null,null,null,null
35048,68.91916,44,null,null,null,null,null,null,null,null,null,null,null,null
35049,68.91942,24,null,null,null,null,null,null,null,null,null,null,null,null
35050,68.91967,41,null,null,null,null,null,null,null,null,null,null,null,null
35051,68.91993,86,null,null,null,null,null,null,null,null,null,null,null,null
35052,68.92029,114,null,null,null,null,null,null,null,null,null,null,null,null
35053,68.92051,112,null,null,null,null,null,null,null,null,null,null,null,null
35054,68.92067,119,null,null,null,null,null,null,null,null,null,null,null,null
35055,68.92080,135,null,null,null,null,null,null,null,null,null,null,null,null
35056,68.92092,147,null,null,null,null,null,null,null,null,null,null,null,null
35057,68.92118,136,null,null,null,null,null,null,null,null,null,null,null,null
35058,68.92136,106,null,null,null,null,null,null,null,null,null,null,null,null
35059,68.92149,121,null,null,null,null,null,null,null,null,null,null,null,null
35060,68.92161,161,null,null,null,null,null,null,null,null,null,null,null,null
35061,68.92174,155,null,null,null,null,null,null,null,null,null,null,null,null
35062,68.92188,130,null,null,null,null,null,null,null,null,null,null,null,null
35063,68.92200,134,null,null,null,null,null,null,null,null,null,null,null,null
35064,68.92214,153,null,null,null,null,null,null,null,null,null,null,null,null
35065,68.92229,151,null,null,null,null,null,null,null,null,null,null,null,null
35066,68.92241,120,null,null,null,null,null,null,null,null,null,null,null,null
35067,68.92257,97,null,null,null,null,null,null,null,null,null,null,null,null
35068,68.96405,112,null,null,null,null,null,null,null,null,null,null,null,null
35069,68.96430,137,null,null,null,null,null,null,null,null,null,null,null,null
35070,68.96455,134,null,null,null,null,null,null,null,null,null,null,null,null
35071,68.96486,112,null,null,null,null,null,null,null,null,null,null,null,null
35072,68.96510,120,null,null,null,null,null,null,null,null,null,null,null,null
35073,68.96525,144,null,null,null,null,null,null,null,null,null,null,null,null
35074,68.96539,140,null,null,null,null,null,null,null,null,null,null,null,null
35075,68.96552,122,null,null,null,null,null,null,null,null,null,null,null,null
35076,68.96570,117,null,null,null,null,null,null,null,null,null,null,null,null
35077,68.96588,123,null,null,null,null,null,null,null,null,null,null,null,null
35078,68.96601,99,null,null,null,null,null,null,null,null,null,null,null,null
35079,68.96614,54,null,null,null,null,null,null,null,null,null,null,null,null
35080,68.96630,53,null,null,null,null,null,null,null,null,null,null,null,null
35081,68.96646,56,null,null,null,null,null,null,null,null,null,null,null,null
35082,68.96661,44,null,null,null,null,null,null,null,null,null,null,null,null
35083,68.96675,37,null,null,null,null,null,null,null,null,null,null,null,null
35084,68.96686,49,null,null,null,null,null,null,null,null,null,null,null,null
35085,68.96701,72,null,null,null,null,null,null,null,null,null,null,null,null
35086,68.96717,83,null,null,null,null,null,null,null,null,null,null,null,null
35087,68.98624,65,null,null,null,null,null,null,null,null,null,null,null,null
35088,68.98656,54,null,null,null,null,null,null,null,null,null,null,null,null
35089,68.98691,75,null,null,null,null,null,null,null,null,null,null,null,null
35090,68.98719,89,null,null,null,null,null,null,null,null,null,null,null,null
35091,68.98742,75,null,null,null,null,null,null,null,null,null,null,null,null
35092,68.98765,71,null,null,null,null,null,null,null,null,null,null,null,null
35093,68.98781,86,null,null,null,null,null,null,null,null,null,null,null,null
35094,68.98795,106,null,null,null,null,null,null,null,null,null,null,null,null
35095,68.98807,103,null,null,null,null,null,null,null,null,null,null,null,null
35096,68.98823,72,null,null,null,null,null,null,null,null,null,null,null,null
35097,68.98839,72,null,null,null,null,null,null,null,null,null,null,null,null
35098,68.98853,96,null,null,null,null,null,null,null,null,null,null,null,null
35099,68.98866,82,null,null,null,null,null,null,null,null,null,null,null,null
35100,68.98880,48,null,null,null,null,null,null,null,null,null,null,null,null
35101,68.98893,59,null,null,null,null,null,null,null,null,null,null,null,null
35102,68.98909,107,null,null,null,null,null,null,null,null,null,null,null,null
35103,68.98927,118,null,null,null,null,null,null,null,null,null,null,null,null
35104,68.98939,89,null,null,null,null,null,null,null,null,null,null,null,null
35105,68.98955,64,null,null,null,null,null,null,null,null,null,null,null,null
35106,68.98974,87,null,null,null,null,null,null,null,null,null,null,null,null
35107,69.03110,116,null,null,null,null,null,null,null,null,null,null,null,null
35108,69.03136,96,null,null,null,null,null,null,null,null,null,null,null,null
35109,69.03164,57,null,null,null,null,null,null,null,null,null,null,null,null
35110,69.03187,64,null,null,null,null,null,null,null,null,null,null,null,null
35111,69.03212,100,null,null,null,null,null,null,null,null,null,null,null,null
35112,69.03226,116,null,null,null,null,null,null,null,null,null,null,null,null
35113,69.03239,104,null,null,null,null,null,null,null,null,null,null,null,null
35114,69.03256,96,null,null,null,null,null,null,null,null,null,null,null,null
35115,69.03274,107,null,null,null,null,null,null,null,null,null,null,null,null
35116,69.03292,116,null,null,null,null,null,null,null,null,null,null,null,null
35117,69.03310,98,null,null,null,null,null,null,null,null,null,null,null,null
35118,69.03327,82,null,null,null,null,null,null,null,null,null,null,null,null
35119,69.03342,97,null,null,null,null,null,null,null,null,null,null,null,null
35120,69.03359,125,null,null,null,null,null,null,null,null,null,null,null,null
35121,69.03375,137,null,null,null,null,null,null,null,null,null,null,null,null
35122,69.03408,130,null,null,null,null,null,null,null,null,null,null,null,null
35123,69.03425,124,null,null,null,null,null,null,null,null,null,null,null,null
35124,69.03440,148,null,null,null,null,null,null,null,null,null,null,null,null
35125,69.03461,157,null,null,null,null,null,null,null,null,null,null,null,null
35126,69.03509,125,null,null,null,null,null,null,null,null,null,null,null,null
35127,69.07677,107,null,null,null,null,null,null,null,null,null,null,null,null
35128,69.07710,112,null,null,null,null,null,null,null,null,null,null,null,null
35129,69.07741,102,null,null,null,null,null,null,null,null,null,null,null,null
35130,69.07776,70,null,null,null,null,null,null,null,null,null,null,null,null
35131,69.07803,58,null,null,null,null,null,null,null,null,null,null,null,null
35132,69.07825,73,null,null,null,null,null,null,null,null,null,null,null,null
35133,69.07845,82,null,null,null,null,null,null,null,null,null,null,null,null
35134,69.07879,70,null,null,null,null,null,null,null,null,null,null,null,null
35135,69.07896,44,null,null,null,null,null,null,null,null,null,null,null,null
35136,69.07914,53,null,null,null,null,null,null,null,null,null,null,null,null
35137,69.07933,80,null,null,null,null,null,null,null,null,null,null,null,null
35138,69.07951,67,null,null,null,null,null,null,null,null,null,null,null,null
35139,69.07966,34,null,null,null,null,null,null,null,null,null,null,null,null
35140,69.07982,25,null,null,null,null,null,null,null,null,null,null,null,null
35141,69.08016,51,null,null,null,null,null,null,null,null,null,null,null,null
35142,69.08031,66,null,null,null,null,null,null,null,null,null,null,null,null
35143,69.08052,38,null,null,null,null,null,null,null,null,null,null,null,null
35144,69.08069,16,null,null,null,null,null,null,null,null,null,null,null,null
35145,69.08084,39,null,null,null,null,null,null,null,null,null,null,null,null
35146,69.12173,66,null,null,null,null,null,null,null,null,null,null,null,null
35147,69.12197,52,null,null,null,null,null,null,null,null,null,null,null,null
35148,69.12227,39,null,null,null,null,null,null,null,null,null,null,null,null
35149,69.12254,39,null,null,null,null,null,null,null,null,null,null,null,null
35150,69.12282,21,null,null,null,null,null,null,null,null,null,null,null,null
35151,69.12306,-21,null,null,null,null,null,null,null,null,null,null,null,null
